고유값,과정명,훈련과정 ID,회차,훈련기관,총 훈련일수,총 훈련시간,과정시작일,과정종료일,NCS명,NCS코드,훈련비,정원,수강신청 인원,수료인원,수료율,만족도,취업인원 (3개월),취업률 (3개월),취업인원 (6개월),취업률 (6개월),지역,주소,과정페이지 링크,선도기업,파트너기관,매출 최소,실 매출 대비,매출 최대,2021년,2022년,2023년,2024년,2025년,2026년
AIG202200003668715,AI를 활용한 지능형 영상처리 프로그램 개발 과정,AIG20220000366871,5,모블교육센터평생교육원,120,960,2024-08-05,2025-01-22,응용SW엔지니어링,20010202," 8,221,440 ",30,30,29,97%,92.1,20,69%,23,79%,충남 천안시 동남구,충청남도 천안시 동남구 대흥동 대흥로 255(화일빌딩),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000366871&tracseTme=5&trainstCstmrId=500037147984&crseTracseSe=C0061,,,"238,421,760","197,314,560","246,643,200",0,0,0,"171,929,061","25,385,499",0
AIG202400004591511,"자바(Java),파이썬(Python) 활용 AI 기반 응용프로그래머 양성과정",AIG20240000459151,1,영진직업전문학교,142,980,2024-08-06,2025-02-13,응용SW엔지니어링,20010202," 9,303,140 ",25,6,6,100%,85.7,1,17%,3,50%,대구 동구,대구광역시 동구 화랑로 525,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000459151&tracseTme=1&trainstCstmrId=500020027548&crseTracseSe=C0061,,,"55,818,840","44,655,072","55,818,840",0,0,0,"34,421,618","10,233,454",0
AIG202200003667396,"산업 프로젝트 기반 빅데이터 플랫폼(자바,파이썬) 개발자 과정",AIG20220000366739,6,글로벌아이티(IT)인재개발학원,121,960,2024-08-06,2025-02-10,빅데이터분석,20010105," 9,140,160 ",25,14,12,86%,87.5,2,17%,6,50%,서울 관악구,서울특별시 관악구 봉천동 남부순환로 1820(에그엘로우),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000366739&tracseTme=6&trainstCstmrId=500020055899&crseTracseSe=C0061,,,"109,681,920","102,369,792","127,962,240",0,0,0,"80,162,588","22,207,204",0
AIG202300004557667,[GSITM] 부트캠프,AIG20230000455766,7,대한상공회의소,80,640,2024-08-06,2024-12-03,응용SW엔지니어링,20010202," 11,616,000 ",30,19,16,84%,67.1,2,13%,9,56%,서울 중구,서울특별시 중구 세종대로 39,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000455766&tracseTme=7&trainstCstmrId=500037517077&crseTracseSe=C0061,GSITM,이젠아카데미,"185,856,000","176,563,200","220,704,000",0,0,0,"176,563,200",0,0
AIG202400004591941,MSA기반 자바 백엔드 개발자 양성과정,AIG20240000459194,1,아이티윌,121,968,2024-08-06,2025-02-07,응용SW엔지니어링,20010202," 9,189,220 ",30,16,14,88%,71.4,4,29%,7,50%,서울 강남구,"서울특별시 강남구 역삼로 120(역삼동, 성보역삼빌딩)",https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000459194&tracseTme=1&trainstCstmrId=500020051277&crseTracseSe=C0061,,,"128,649,080","117,622,016","147,027,520",0,0,0,"93,591,712","24,030,304",0
AIG2022000036674813,DCX기반 빅데이터 분석서비스 개발자 과정,AIG20220000366748,13,스마트인재개발원,124,960,2024-08-06,2025-02-10,빅데이터플랫폼구축,20010209," 8,221,440 ",25,17,16,94%,83.1,7,44%,10,63%,광주 동구,광주광역시 동구 금남로3가 중앙로 196,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000366748&tracseTme=13&trainstCstmrId=500020018488&crseTracseSe=C0061,,,"131,543,040","111,811,584","139,764,480",0,0,0,"87,556,161","24,255,423",0
AIG202400004591432,[코오롱 베니트]하이브리드 클라우드 컨테이너 플랫폼 설계 및 구현 과정,AIG20240000459143,2,한국표준협회,171,1040,2024-08-06,2025-04-25,IT시스템관리,20010301," 18,876,000 ",30,27,21,78%,49.6,10,48%,13,62%,서울 강남구,서울특별시 강남구 테헤란로69길 5 (삼성동),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000459143&tracseTme=2&trainstCstmrId=500020055650&crseTracseSe=C0061,코오롱 베니트,(주)솔데스크,"396,396,000","407,721,600","509,652,000",0,0,0,"229,440,292","178,281,308",0
AIG202300004557044,"[KDT]웹퍼블리셔(UIUX)&프론트엔드개발(API,ChatGPT,피그마,리액트,뷰)기업플랫폼프로젝트",AIG20230000455704,4,그린컴퓨터아트학원,120,960,2024-08-07,2025-02-06,응용SW엔지니어링,20010202," 9,097,920 ",20,11,8,73%,80.5,2,25%,4,50%,서울 구로구,서울특별시 구로구 새말로 97 (구로동 신도림테크노마트),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000455704&tracseTme=4&trainstCstmrId=500020044990&crseTracseSe=C0061,,,"72,783,360","80,061,696","100,077,120",0,0,0,"63,962,333","16,099,363",0
AIG202300004557583,"프로젝트기반 풀스택 개발자 양성 과정(Java,Node,React,Vue)",AIG20230000455758,3,주식회사 이젠컴퓨터아카데미 하남미사점,120,960,2024-08-07,2025-02-05,응용SW엔지니어링,20010202," 9,097,920 ",30,12,8,67%,88.7,3,38%,5,63%,경기 하남시,경기도 하남시 미사강변동로 85 (망월동 힐스테이트 에코 미사),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000455758&tracseTme=3&trainstCstmrId=500020034234&crseTracseSe=C0061,,,"72,783,360","87,340,032","109,175,040",0,0,0,"70,158,386","17,181,646",0
AIG202200004091996,[SK플래닛] 웹풀스택 개발자 과정,AIG20220000409199,6,대한상공회의소,115,920,2024-08-07,2025-02-07,응용SW엔지니어링,20010202," 16,698,000 ",25,21,19,90%,76.7,3,16%,6,32%,서울 중구,서울특별시 중구 세종대로 39,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000409199&tracseTme=6&trainstCstmrId=500037517077&crseTracseSe=C0061,SK 플래닛,SK플래닛 T아카데미,"317,262,000","280,526,400","350,658,000",0,0,0,"222,904,761","57,621,639",0
AIG202300004127356,풀스택 백엔드 개발자 양성 과정,AIG20230000412735,6,플레이데이터평생교육원,120,960,2024-08-07,2025-02-07,응용SW엔지니어링,20010202," 9,097,920 ",30,16,10,63%,81.7,1,10%,3,30%,서울 서초구,서울특별시 서초구 효령로 335 (서초동 대호프레조빌),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000412735&tracseTme=6&trainstCstmrId=500020011379&crseTracseSe=C0061,,,"90,979,200","116,453,376","145,566,720",0,0,0,"92,533,223","23,920,153",0
AIG202200004092076,[SK플래닛] 빅데이터 분석가 과정,AIG20220000409207,6,대한상공회의소,118,920,2024-08-07,2025-02-05,빅데이터분석,20010105," 16,698,000 ",28,27,21,78%,83.9,3,14%,9,43%,서울 중구,서울특별시 중구 세종대로 39,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000409207&tracseTme=6&trainstCstmrId=500037517077&crseTracseSe=C0061,SK 플래닛,SK플래닛 T아카데미,"350,658,000","360,676,800","450,846,000",0,0,0,"289,723,987","70,952,813",0
AIG202300004557193,[스마트훈련][스타트업트랙] IT 스타트업 실무형 사업 개발자(BD) 부트캠프,AIG20230000455719,3,넥스트러너스평생교육시설,85,680,2024-08-08,2024-12-13,SW제품기획,20010104," 12,342,000 ",60,27,18,67%,76.8,5,28%,7,39%,서울 서초구,서울특별시 서초구 강남대로99길 45,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000455719&tracseTme=3&trainstCstmrId=500042311334&crseTracseSe=C0061,,,"222,156,000","266,587,200","333,234,000",0,0,0,"266,587,200",0,0
AIG2022000040924714,AWS 클라우드를 활용한 Full-Stack 개발자 양성과정,AIG20220000409247,14,쌍용강북교육센터,140,1120,2024-08-08,2025-03-13,응용SW엔지니어링,20010202," 9,591,680 ",24,24,21,88%,94.7,8,38%,14,67%,서울 마포구,서울특별시 마포구 월드컵북로 21 (서교동),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000409247&tracseTme=14&trainstCstmrId=500020059609&crseTracseSe=C0061,,,"201,425,280","184,160,256","230,200,320",0,0,0,"123,336,685","60,823,571",0
AIG202400004590662,심화_생성형 AI활용 인재양성과정 (조별멘토),AIG20240000459066,2,하이미디어아카데미,44,349,2024-08-09,2024-10-14,응용SW엔지니어링,20010202," 5,097,490 ",30,23,23,100%,93.4,7,30%,17,74%,서울 서초구,서울특별시 서초구 강남대로 405 (서초동 통영빌딩),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000459066&tracseTme=2&trainstCstmrId=500020056026&crseTracseSe=C0061,,,"117,242,270","93,793,816","117,242,270",0,0,0,"93,793,816",0,0
AIG202300004556923,AI를 활용한 3D 실감형 콘텐츠 제작 전문가,AIG20230000455692,3,방송정보국제교육원,163,1280,2024-08-09,2025-04-16,VR콘텐츠디자인,8020112," 9,351,680 ",25,10,6,60%,84.1,1,17%,1,17%,서울 영등포구,"서울특별시 영등포구 당산로49길 4(당산동6가, 태인빌딩)",https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000455692&tracseTme=3&trainstCstmrId=500020042738&crseTracseSe=C0061,,,"56,110,080","74,813,440","93,516,800",0,0,0,"43,218,920","31,594,520",0
AIG202300004555853,[스타트업]현장실무 클라우드를 활용한 자바 스프링프레임워크 개발자과정,AIG20230000455585,3,역삼 그린컴퓨터아카데미,126,1000,2024-08-09,2025-02-18,응용SW엔지니어링,20010202," 9,477,000 ",20,9,8,89%,83.7,0,0%,2,25%,서울 강남구,서울특별시 강남구 강남대로 428 (역삼동 만이빌딩),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000455585&tracseTme=3&trainstCstmrId=500020046288&crseTracseSe=C0061,,,"75,816,000","68,234,400","85,293,000",0,0,0,"50,999,938","17,234,462",0
AIG202300004554605,(생성형AI활용)Springboot 기반 웹개발과 Flutter 기반 앱개발 실무양성 심화과정,AIG20230000455460,5,그린컴퓨터아카데미 부산,45,350,2024-08-12,2024-10-19,응용SW엔지니어링,20010202," 5,103,000 ",30,11,10,91%,96.9,3,30%,9,90%,부산 부산진구,부산광역시 부산진구 중앙대로 688,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000455460&tracseTme=5&trainstCstmrId=500020016714&crseTracseSe=C0061,,,"51,030,000","44,906,400","56,133,000",0,0,0,"44,906,400",0,0
AIG202400004592361,바이오헬스 실무 전문과정,AIG20240000459236,1,건국대학교산학협력단,83,632,2024-08-12,2024-12-18,바이오의약품품질관리,17050107," 11,470,800 ",40,39,36,92%,57.6,6,17%,17,47%,서울 광진구,서울시 광진구 화양동(화양동),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000459236&tracseTme=1&trainstCstmrId=500020050660&crseTracseSe=C0061,,,"412,948,800","357,888,960","447,361,200",0,0,0,"357,888,960",0,0
AIG202400004593561,생성 AI 응용 서비스 개발자 양성 과정,AIG20240000459356,1,주식회사구름,131,1048,2024-08-12,2025-03-24,인공지능모델링,20010703," 19,021,200 ",50,20,15,75%,56,4,27%,6,40%,경기 성남시 분당구,경기도 성남시 분당구 판교로 242 (삼평동),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000459356&tracseTme=1&trainstCstmrId=500039727504&crseTracseSe=C0061,,,"285,318,000","304,339,200","380,424,000",0,0,0,"192,071,851","112,267,349",0
AIG202300004127557,실무 프로젝트 기반 UI UX 모바일 웹 디자인 개발 부트캠프 (Figma 활용),AIG20230000412755,7,봄아카데미학원,113,900,2024-08-12,2025-01-27,UI/UX엔지니어링,20010207," 8,529,300 ",20,13,9,69%,75.4,0,0%,5,56%,서울 마포구,서울특별시 마포구 동교로 156-11,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000412755&tracseTme=7&trainstCstmrId=500035544333&crseTracseSe=C0061,,,"76,763,700","88,704,720","110,880,900",0,0,0,"74,532,960","14,171,760",0
AIG202300004126993,멋쟁이사자처럼 디자인 스쿨,AIG20230000412699,3,주식회사멋쟁이사자처럼,90,720,2024-08-12,2024-12-23,UI/UX엔지니어링,20010207," 13,794,000 ",60,60,52,87%,83.8,7,13%,18,35%,서울 종로구,서울특별시 종로구 종로3길 17 (청진동 D타워),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000412699&tracseTme=3&trainstCstmrId=500037933544&crseTracseSe=C0061,,,"717,288,000","662,112,000","827,640,000",0,0,0,"662,112,000",0,0
AIG202300004557464,데이터분석 데브코스,AIG20230000455746,4,(주)그렙,72,564,2024-08-12,2024-11-28,빅데이터운영·관리,20010304," 10,236,600 ",60,31,21,68%,80.6,6,29%,11,52%,서울 서초구,서울특별시 서초구 서초동 반포대로 45(명정빌딩),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000455746&tracseTme=4&trainstCstmrId=500036172479&crseTracseSe=C0061,,,"214,968,600","253,867,680","317,334,600",0,0,0,"253,867,680",0,0
AIG202300004557485,"타입스크립트로 함께하는 웹 풀 사이클 개발(React, Node.js)",AIG20230000455748,5,(주)그렙,112,875,2024-08-12,2025-02-06,시스템SW엔지니어링,20010208," 15,881,250 ",60,36,31,86%,71,1,3%,7,23%,서울 서초구,서울특별시 서초구 서초동 반포대로 45(명정빌딩),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000455748&tracseTme=5&trainstCstmrId=500036172479&crseTracseSe=C0061,,,"492,318,750","457,380,000","571,725,000",0,0,0,"362,837,765","94,542,235",0
AIG202400004590861,심화_LowCode 기반의 AI융합 스마트관리시스템 개발 심화과정,AIG20240000459086,1,(주)글로벌아카데미(구.글로벌직업전문학교),40,320,2024-08-12,2024-10-16,응용SW엔지니어링,20010202," 4,673,920 ",30,24,22,92%,83.2,10,45%,13,59%,경기 화성시,경기도 화성시 병점3로 12 (병점동),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000459086&tracseTme=1&trainstCstmrId=500020055895&crseTracseSe=C0061,,,"102,826,240","89,739,264","112,174,080",0,0,0,"89,739,264",0,0
AIG202300004128423,LG헬로비전 DX DATA School,AIG20230000412842,3,한국전파진흥협회,125,1000,2024-08-12,2025-02-20,빅데이터분석,20010105," 18,150,000 ",28,19,12,63%,76.5,0,0%,4,33%,서울 양천구,서울특별시 양천구 목동중앙로13나길 3 (목동 한국전파진흥협회),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000412842&tracseTme=3&trainstCstmrId=500020053280&crseTracseSe=C0061,LG헬로비전,한국전파진흥협회,"217,800,000","275,880,000","344,850,000",0,0,0,"202,979,067","72,900,933",0
AIG202300004557465,데이터분석 데브코스,AIG20230000455746,5,(주)그렙,72,564,2024-08-12,2024-11-28,빅데이터운영·관리,20010304," 10,236,600 ",60,26,20,77%,80.6,1,5%,5,25%,서울 서초구,서울특별시 서초구 서초동 반포대로 45(명정빌딩),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000455746&tracseTme=5&trainstCstmrId=500036172479&crseTracseSe=C0061,,,"204,732,000","212,921,280","266,151,600",0,0,0,"212,921,280",0,0
AIG202300004557484,"타입스크립트로 함께하는 웹 풀 사이클 개발(React, Node.js)",AIG20230000455748,4,(주)그렙,112,875,2024-08-12,2025-02-06,시스템SW엔지니어링,20010208," 15,881,250 ",60,50,30,60%,71,2,7%,4,13%,서울 서초구,서울특별시 서초구 서초동 반포대로 45(명정빌딩),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000455748&tracseTme=4&trainstCstmrId=500036172479&crseTracseSe=C0061,,,"476,437,500","635,250,000","794,062,500",0,0,0,"503,941,341","131,308,659",0
AIG202400004590882,메타버스 크레에이터 전문인력 양성과정,AIG20240000459088,2,(사)한국기술사업화진흥협회 대구평생교육원,100,800,2024-08-12,2025-01-08,가상현실콘텐츠제작,20020401," 7,594,400 ",25,0,0,#DIV/0!,94.7,0,,0,,대구 달서구,대구광역시 달서구 이곡동로 23,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000459088&tracseTme=2&trainstCstmrId=500034360366&crseTracseSe=C0061,,,0,0,0,0,0,0,0,0,0
AIG202400004593221,클라우드 네이티브 엔지니어링 개발자 과정,AIG20240000459322,1,주식회사구름,131,1048,2024-08-12,2025-03-24,인프라스트럭쳐아키텍처구축,20010213," 19,021,200 ",50,20,13,65%,81.5,3,23%,5,38%,경기 성남시 분당구,경기도 성남시 분당구 판교로 242 (삼평동),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000459322&tracseTme=1&trainstCstmrId=500039727504&crseTracseSe=C0061,,,"247,275,600","304,339,200","380,424,000",0,0,0,"192,071,851","112,267,349",0
AIG2022000040924715,AWS 클라우드를 활용한 Full-Stack 개발자 양성과정,AIG20220000409247,15,쌍용강북교육센터,140,1120,2024-08-13,2025-03-19,응용SW엔지니어링,20010202," 9,591,680 ",30,29,27,93%,95.1,3,11%,13,48%,서울 마포구,서울특별시 마포구 월드컵북로 21 (서교동),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20220000409247&tracseTme=15&trainstCstmrId=500020059609&crseTracseSe=C0061,,,"258,975,360","222,526,976","278,158,720",0,0,0,"143,270,793","79,256,183",0
AIG202400004591191,AWS기반 스마트오더(Rabbit MQ_양방향 메세징시스템)자바풀스택 웹개발자 양성과정,AIG20240000459119,1,노원그린컴퓨터아카데미,150,1200,2024-08-13,2025-03-28,응용SW엔지니어링,20010202," 11,391,600 ",20,8,8,100%,100,1,13%,2,25%,서울 노원구,서울특별시 노원구 상계로3길 21 (상계동 화일빌딩),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000459119&tracseTme=1&trainstCstmrId=500020044993&crseTracseSe=C0061,,,"91,132,800","72,906,240","91,132,800",0,0,0,"45,086,754","27,819,486",0
AIG202400004591911,AWS 클라우드 기반 Devops 개발자 양성 과정,AIG20240000459191,1,KH정보교육원 강남지원,145,1150,2024-08-13,2025-03-24,응용SW엔지니어링,20010202," 10,916,950 ",30,16,15,94%,95.1,2,13%,7,47%,서울 강남구,서울특별시 강남구 테헤란로14길 6,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000459191&tracseTme=1&trainstCstmrId=500020062069&crseTracseSe=C0061,,,"163,754,250","139,736,960","174,671,200",0,0,0,"87,959,426","51,777,534",0
AIG202300004556283,(K 디지털) 빅데이터기반 데이터사이언티스트 양성과정,AIG20230000455628,3,인천일보아카데미,120,960,2024-08-13,2025-02-18,응용SW엔지니어링,20010202," 9,097,920 ",30,22,17,77%,83.5,1,6%,6,35%,인천 미추홀구,인천광역시 미추홀구 학익동 매소홀로488번길 6-32,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000455628&tracseTme=3&trainstCstmrId=500020061029&crseTracseSe=C0061,,,"154,664,640","160,123,392","200,154,240",0,0,0,"118,828,412","41,294,980",0
AIG2021000032899215,인공지능 혁신학교 AIFFEL(아이펠) : 코어 과정,AIG20210000328992,15,(주)모두의연구소,120,840,2024-08-13,2025-02-12,인공지능플랫폼구축,20010701," 15,246,000 ",40,27,18,67%,83.9,4,22%,6,33%,서울 강남구,서울특별시 강남구 강남대로 324 (역삼동 역삼디오슈페리움),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20210000328992&tracseTme=15&trainstCstmrId=500037143258&crseTracseSe=C0061,,,"274,428,000","329,313,600","411,642,000",0,0,0,"252,354,443","76,959,157",0
AIG202400004591872,[아이펠]딥러닝 개발자 도약 과정,AIG20240000459187,2,(주)모두의연구소,120,840,2024-08-13,2025-02-12,인공지능플랫폼구축,20010701," 15,246,000 ",40,22,18,82%,90.3,4,22%,5,28%,서울 강남구,서울특별시 강남구 강남대로 324 (역삼동 역삼디오슈페리움),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000459187&tracseTme=2&trainstCstmrId=500037143258&crseTracseSe=C0061,,,"274,428,000","268,329,600","335,412,000",0,0,0,"205,622,139","62,707,461",0
AIG202100003285557,"블록체인기반 자바(JAVA) 프로그래밍 개발자(리액트,핀테크)",AIG20210000328555,7,메가스터디컴퓨터아카데미신촌학원,129,1030,2024-08-16,2025-02-26,응용SW엔지니어링,20010202," 8,820,920 ",20,0,0,#DIV/0!,74.8,0,,0,,서울 마포구,서울특별시 마포구 노고산동 신촌로 128,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20210000328555&tracseTme=7&trainstCstmrId=500020062854&crseTracseSe=C0061,,,0,0,0,0,0,0,0,0,0
AIG2021000032880210,프로젝트 중심 빅데이터 융합 머신러닝 전문가 양성과정,AIG20210000328802,10,아이티윌,121,968,2024-08-16,2025-02-19,응용SW엔지니어링,20010202," 8,289,950 ",30,19,18,95%,87.5,2,11%,5,28%,서울 강남구,"서울특별시 강남구 역삼로 120(역삼동, 성보역삼빌딩)",https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20210000328802&tracseTme=10&trainstCstmrId=500020051277&crseTracseSe=C0061,,,"149,219,100","126,007,240","157,509,050",0,0,0,"92,494,676","33,512,564",0
